㐀	丨一一丨一
𡆋	丨乛一丿丶丿丶一丨丿丶一丨丿丶丶乛乛一一乛丶一乛丶
𡆌	丨乛一丨一一一丨乛丶丶丶丶丿一丿丶丨乛一丨乛丨乛一
𡆍	丨乛一丶一乛丿丿一丿一一丿丶丿乛丨乛一丨一丶丶丶丶
𡆎	丨乛一丨乛一丨乛一一一丨丶一丨乛丨乛一一丨乛一一一
𡆏	丨乛一丨乛一一丨乛一一丨乛一一丨乛乛一丨一丿丿一丨
𡆐	一丨丨一丨乛一丿丶丶丿一丨一一丨一丨乛一丶丿一丨乛一
𡆑	丨乛一丨乛丨丨乛一丨乛一一丿一丨一丨丨一一一丿一丿丶
𡆒	一丨丨一丨乛一丨一丿乛一丨一一丨一丨乛一丶丿一丨乛一
𡆓	丨乛一丨丶丿乛乛丿丶丶丿乛一丨一一一丨一乛丨丨乛一一
𡆔	丨乛一丨乛一一丿丨乛一一一丿丶丨乛一丨乛一一丨乛一乛
𡆕	丨乛一丶一一一丨乛一乛乛丶丶丶丶乛乛丶丶丶丶丶乛丶丶
𡆖	丨乛一一丨丨一丨乛丿乛一一丿丨丶一一一丨一丶丶丶丶
𡆗	丨乛一丨乛丨丨一乛乛丶丶丶丶丿丨丶一一一丨一丶乛乛丶
𡆘	丨乛一丨乛一一乛乛丶乛乛丶丶丶丶丶一丿丨乛一一一丿丶
𡆙	丨乛一丶一一一丨乛一丿乛丨乛一一乛一乛丨乛一丿乛丶
𡆚	丨乛一丿丿丨丨乛一一一丨乛一一一丿丨丶一一一丨一一一乛
𡆛	丨乛一丨乛一一丨乛丨丨一丿丨丶一一一丨一丿丨丶一一一丨一
𡆜	丨乛一丨一一丨乛一丿丨丶丶丿丶丨乛丨丨一丿乛丨乛一丨一丶
𡆝	丨乛一丶一一一丨乛一乛乛丶丶丶丶乛乛丶丶丶丶丨乛丿丶丿丶
𡆞	丨乛一丨一一丨一一一丨一乛丨乛一一乛乛乛一一丨一丿丿一丨
𡆟	丨乛一丿丶丶丿乛丿丿乛一一乛丿丶丨一丨一丿丶丿丶一丿丶丿丶乛丨
𡆠	丨乛乛一
𡆡	丨乛乛一
𡆢	丨乛乛一
𡆣	丨乛丿丶一
𡆤	丨乛一一一
𡆥	丨乛丨丶一
𡆦	丨乛丿丶一
𡆧	丨乛丨丿丶一
𡆨	丨乛一一一一
𡆩	丨乛乛乛丶一
𡆪	丨乛一丨丨一
𡆫	丨乛丨乛丨一
𡆬	丨乛一丨一一
𡆭	丨乛一丿乛一
𡆮	丨乛一丨一一
𡆯	丨乛丨乛丨一
𡆰	丨乛丿一乛一
𡆱	丨乛丿丿丿一
𡆲	丨乛丶一乛一
𡆳	丨乛乛一乛一
𡆴	丨乛乛丨一一一
𡆵	丨乛丨一乛乛一丨一
𡆶	丨乛一丨一丿乛一
𡆷	丨乛丨乛一一一
𡆸	丨乛一丨一乛一
𡆹	丨乛乛丶乛乛一
𡆺	丨乛丿一一乛一
𡆻	丨乛一乛乛丶一
𡆼	丨乛丿丿一丨一
𡆽	丨乛丿丶一乛一
𡆾	丨乛丿丶乛丶一
𡆿	丨乛丿乛一乛一
𡇀	丨乛丿乛乛丶一
𡇁	丨乛丶一乛丶一
𡇂	丨乛丶丿丿丶一
𡇃	丨乛乛丨一乛一
𡇄	丨乛乛丶乛丶一
𡇅	丨乛丶一乛丿一
𡇆	丨乛乛一乛一一
𡇇	丨乛丿丶乛丿一
𡇈	丨乛一丿丨乛一一
𡇉	丨乛丨乛一一一一
𡇊	丨乛一丿丨乛丨一
𡇋	丨乛乛丶丶丿丶一
𡇌	丨乛丨乛一一一一
𡇍	丨乛丨乛一丨一一
𡇎	丨乛丶一乛乛丶一
𡇏	丨乛丶丿一丿乛一
𡇐	丨乛一丨丿丶一一
𡇑	丨乛丨乛一乛一一
𡇒	丨乛丶丿一丨丿丶一
𡇓	丨乛一乛丶一丨一一
𡇔	丨乛乛丿一乛丿一一
𡇕	丨乛丿乛一丿乛丶一
𡇖	丨乛一丨乛一丨乛一
𡇗	丨乛一乛丶丿丨乛一
𡇘	丨乛丿乛丶丿乛丶一
𡇙	丨乛丿乛一丨丿丶一
𡇚	丨乛一丿丨乛一一一
𡇛	丨乛丨一丿丶乛丶一
𡇜	丨乛丿一丨丨乛一一
𡇝	丨乛丿丨乛一一一一
𡇞	丨乛丿丶一丨乛一一
𡇟	丨乛乛乛丶乛乛丶一
𡇠	丨乛丿丨乛一一一乛一
𡇡	丨乛丿丶丨乛一一一一
𡇢	丨乛一丿丨乛一一一一
𡇣	丨乛丿乛一丨丨乛一一
𡇤	丶丿丨乛一丨丨乛一一
𡇥	丨乛丿丨一丨一丿丶一
𡇦	丨乛一一丨一乛丿一一
𡇧	丨乛一丨乛一丶丿一一
𡇨	丨乛丨乛一丨一乛丿一
𡇩	丨乛丨乛丨丿丨丿乛一
𡇪	丨乛丿一丨一丨乛一一
𡇫	丨乛丿乛丶丶丶丶丶一
𡇬	丨乛丶丿一丨一丨一一
𡇭	丨乛乛丿一一乛丿一一
𡇮	丨乛乛丶丿乛一一丨一
𡇯	丨乛一丨乛一丨丿丶一
𡇰	丨乛一丿丶乛丶丿乛一
𡇱	丨乛一丿丨乛一丨乛一一
𡇲	丨乛丿丶丶丿乛乛一乛一
𡇳	丨乛丿丶一丨乛一乛丨一
𡇴	丨乛丨一丨一丿乛丿丶一
𡇵	丨乛丶丶乛一丿丨乛一一
𡇶	乛丶丨乛丿丶一丨乛一一
𡇷	丶丿丨乛丿乛丶丨乛一一
𡇸	丨乛丿一丨丨一一一乛一
𡇹	丨乛丿乛丨乛一丿乛丶一
𡇺	丨乛乛丶丿乛丶丶丶丶一
𡇻	丨乛丶一丿丶丿丶一丨一
𡇼	丨乛丨乛一一丿乛丿丶乛一
𡇽	丨乛一丨乛丿乛一一丨一一
𡇾	丨乛一丨丨一一乛丨乛一一
𡇿	丨乛一丨乛一丨丿丶丨乛一
𡈀	丨乛一丨一乛乛一丨一一
𡈁	丨乛丿丨乛一一一一丨一一
𡈂	丨乛一丨一丶一丿乛丿丶一
𡈃	丨乛丨乛一丶一丿乛丿丶一
𡈄	丨乛乛丶一丨丨乛一丨一一
𡈅	丨乛一丨丨乛一一丿丶丿丨
𡈆	丨乛丨乛一丨乛一一一乛一
𡈇	丨乛乛丶丨乛丨丨一一一一
𡈈	丨乛丿一丨乛一一一丨一一
𡈉	丨乛丨一一丨一丿丨乛一一
𡈊	丨乛丨一一一丨乛丶丶丶丶一
𡈋	一丨乛一丨丨乛丨一乛一丨一
𡈌	丨乛丨一一丨丨乛丿乛丨乛一
𡈍	丨乛一丨丿丶丿丶丿丶丿丶一
𡈎	丨乛丿丨乛一一乛丶丶丶丶一
𡈏	丨乛丿一一乛丶丿一丨丿丶一
𡈐	丨乛一丨丨丿丶一丨乛一一
𡈑	丨乛一丨乛一丨乛一乛丶丿一
𡈒	丨乛一丿乛丶一乛丶乛丶丶一
𡈓	丨乛一丨丨乛一一一一丿丶一
𡈔	丨乛一丿丨乛一一丿丨乛一一
𡈕	丨乛丶丿一一丿丶丨乛一一一一
𡈖	丨乛丨一丨一丿丨丿丨丿丿丿一
𡈗	丨乛丨一一丨丨乛一一一丿丶一
𡈘	丨乛丶丿一丨丿乛一丿乛丨乛一
𡈙	丨乛丿丨乛一一一乛丶丶丶丶一
𡈚	丨乛丶丿一丿一一一丨一一一一
𡈛	丨乛丶丶丶丿丨丶丿一丨丿丶一
𡈜	丨乛一丨乛丨丨一一一丨丿丶一
𡈝	丨乛丿丨乛一一丨乛丨丿丿丿一
𡈞	丨乛一丿丶丶丿一丨一一丨一一
𡈟	丨乛丨乛一一一乛一一乛丿丶一
𡈠	丨乛丶一丶丿一丨乛一一一丨一
𡈡	丨乛乛乛丶丶丶丶丿乛丶丶丶一
𡈢	丨乛丶丿一一丿丶乛乛丶乛丿丶一
𡈣	丨乛丿丶丶丿丨乛丨丨一一乛丶一
𡈤	丶丿丨乛一丨一丨乛一丿乛丿丶一
𡈥	丨乛丨一一丨一丨一丿丨乛一一一
𡈦	丨乛一丨一一丨一一丨一一丿乛一
𡈧	一丨乛一丨乛一丨一乛乛一丨一一
𡈨	丨乛丨乛一丨乛一丨乛一丨乛一一
𡈩	丨乛丶一丶丿一丨乛一一一丨一一
𡈪	丨乛丿丨乛一一丿乛丨乛丨丿丿丿一
𡈫	丨乛乛丶丨乛丨乛丨乛乛丶乛丿丶一
𡈬	丨乛丿丨一丨乛一一丨一丶一乛丶一
𡈭	丨乛丿乛丿丶一一一丨乛一一丿丶丶一
𡈮	丨乛丨一一丨一丨一乛丶丨乛丨丨一一
𡈯	一丿丨丶丨乛丨乛一丨乛一一一丿丶一
𡈰	丨乛丶一一一丨乛一一丨乛一丨乛一一
𡈱	丨乛乛丶丨乛丨乛丨丿乛乛丶乛丿丶一
𡈲	丨乛一丿丶一丨乛一丿丶一丨乛一丿丶一
𡈳	丨乛丶一丿乛丨丨一一乛一乛丿一丨丿丶一
𡈴	丨乛丨乛一一一一丨丿丶丿乛乛丶乛丿丶一
𡈵	丨乛一一丨一丨乛丨丨一一丨乛一丿乛丿丶一
𡈶	丨乛丿丶一丨乛丿丶一丨乛丿丶一丨乛丿丶一
𡈷	丨乛丶一丿乛丨丨一一乛一乛乛乛丶乛丿丶一
𡈸	丨乛丿乛丶丶丶一一一丨乛一丿乛乛丶乛丿丶一
𡈹	丨乛一丨一丨丿丶一丨丿丶一丨丿丶一丨丿丶一
𡈺	丨乛丨乛一丨乛一一一丿丶一丿丶一丨乛一丨丨
𡈻	丨乛丶一一一丨乛一乛乛丶丶丶丶乛乛丶丶丶丶丶乛丶丶一
𡈼	丿一丨一
𡈽	一丨一丶
𡈾	乛一丨一
𡈿	一丨一一丨
𡉀	丿丶一丨一
𡉁	一丨一丿乛
𡉂	乛丿一丨一
𡉃	一丨一一丿
𡉄	一丿一丨一
𡉅	一丨一丨乛
𡉆	一丨一乛丨
𡉇	一丨一丿丶
𡉈	一乛一一丨一
𡉉	一丨一丨乛一
𡉊	一丿丶一丨一
𡉋	一丨一一丿丶
𡉌	一丨一丿乛丶
𡉍	一丨一丿乛丿
𡉎	一丨一一丨一
𡉏	一丨一乛一乛
𡉐	一丨一一丨一
𡉑	一丨一一丿丶
𡉒	一丨一丿一乛
𡉓	一丨一乛丿一
𡉔	乛丿丶一丨一
𡉕	一丨一丿乛丶
𡉖	一丨一乛一乛
𡉗	一丨一乛乛一
𡉘	一一一丨一丨一
𡉙	一乛丿乛一丨一
𡉚	乛丨丿一一丨一
𡉛	一丨一丿一一乛
𡉜	一丨一乛一一丨
𡉝	一一丿丨一丨一
𡉞	一丨一一丿乛丶
𡉟	乛丨一丿一丨一
𡉠	一丨一一一丨一
𡉡	乛丶丿丶一丨一
𡉢	丶丿乛丶一丨一
𡉣	一丨丿丶一丨一
𡉤	一丿丨丶一丨一
𡉥	一丨一丨乛一丨
𡉦	一丨一丿一一丨
𡉧	一丨一丿丿一丨
𡉨	一丨一一一丿丨
𡉩	一丨一一丿丶丶
𡉪	一丨一一乛乛丿
𡉫	一乛丨乛一丨一
𡉬	一丨一一乛乛丶
𡉭	一丨一丨乛一一
𡉮	丨乛乛丶一丨一
𡉯	一丨一丿一一丨
𡉰	丿丶乛丨一丨一
𡉱	一丨一丨乛一一
𡉲	丿乛一一一丨一
𡉳	一丨一丿乛乛丶
𡉴	一丨一丶乛一丿
𡉵	乛一丨一一丨一
𡉶	一丨一乛一乛一
𡉷	乛丨一乛一丨一
𡉸	乛丨乛丶一丨一
𡉹	一丨丿丨一丨一
𡉺	一丨一乛乛丿丶
𡉻	一丨一丿乛一丨
𡉼	丿丿一丨一丨一
𡉽	一丨一丶一丿丶
𡉾	一丨一丶乛丶丶
𡉿	一丨一一丨丿丶
𡊀	一丨一一丿丶丶
𡊁	一丨一丿乛乛丨
𡊂	丿乛乛丨一丨一
𡊃	一丿乛丶一丨一
𡊄	乛丶一丿丶一丨一
𡊅	乛丶一丿丨一丨一
𡊆	一丨一一一丨丿丶
𡊇	一丨一丿一乛丨乛
𡊈	一丨一乛一乛一丨
𡊉	一丨一一一丨丿丶
𡊊	一丨一丨乛一乛一
𡊋	一丨一一丨一乛丶
𡊌	一丨一一丿丶一一
𡊍	一丨一一丨丿乛丶
𡊎	丿乛丿乛丨一丨一
𡊏	乛丶乛丨一丨一
𡊐	一丨一丨乛丨乛
𡊑	一丨一丿乛乛丿丶
𡊒	一丨一丿丶乛丿丶
𡊓	一丨一乛一乛一丨
𡊔	一丨一丶一丨乛丨
𡊕	一丨一一丨一丿丶
𡊖	一丨一一丨丿丶一
𡊗	一丨一乛丿丨乛一
𡊘	一丨一一丿一丿丶
𡊙	丨乛一乛丶一丨一
𡊚	一丨一丿丨乛一一
𡊛	一丨一一丨一乛丶
𡊜	一丨一一丨丨乛一
𡊝	一丨一乛丶一丨一
𡊞	一丶丿一丨一丨一
𡊟	一丨一丨乛一一一
𡊠	一丨一丨乛一一丨
𡊡	一丨一丨乛一丨一
𡊢	一丨一丨乛丨乛一
𡊣	丿丨一丨一一丨一
𡊤	一丨一丿乛一一丨
𡊥	丿乛一丨一一丨一
𡊦	一丨一丿乛丨乛一
𡊧	一丨一丿乛丿乛丨
𡊨	一丨一丶一乛乛丶
𡊩	一丨一一一丨一丶
𡊪	一丨一丶丿一丿乛
𡊫	一丨一丶丶乛丿乛
𡊬	一丨一丶乛丿乛一
𡊭	丶乛丶丶丿一丨一
𡊮	一丨一乛丿乛丿丶
𡊯	一丨一乛丶一丿丨
𡊰	一丨一丨乛一丨一
𡊱	一丨一乛丿丨乛一
𡊲	一丨一丶一一丨一
𡊳	一丨一丿一一丨一
𡊴	乛一丿一乛一丨一
𡊵	一丿丨乛一一丨一
𡊶	一丨一丿丨一一乛丨
𡊷	一一一丨乛丿一丨一
𡊸	一丨一一一丿乛丶丿
𡊹	一丨乛丨丨一一丨一
𡊺	丶丶丶一一丨一丨一
𡊻	一丨一一丿乛丶丨乛
𡊼	一丨一丿乛丶一丨一
𡊽	丨乛丨丿一丨一丨一
𡊾	一丨一丶一丿丿一乛
𡊿	一丨一丶一乛丶丿乛
𡋀	一丨一丶一丿丨丶乛
𡋁	一丨一丶丿一丨乛丨
𡋂	一丨一丿一一丨一丨
𡋃	一丨一丿一一丨丿丶
𡋄	一丨一丿丶一一丨一
𡋅	丶丶乛乛丿一一丨一
𡋆	丶丶丶丿乛丶一丨一
𡋇	丶丶丿丶乛丿一丨一
𡋈	丶丶丿丿一丨一丨一
𡋉	一丨一丶丶乛丿乛乛
𡋊	一丿丶乛丶丿一丨一
𡋋	丶丶丶丿乛丶一丨一
𡋌	一丨一一丨一一一乛
𡋍	一丨丨一丿丶一丨一
𡋎	一丨一一丨一丿一乛
𡋏	丨乛一丨丿丶一丨一
𡋐	丨乛一丨乛一一丨一
𡋑	丨乛一丨乛一一丨一
𡋒	一丨一丿丨乛丨丨一
𡋓	一丨一丿乛丶乛乛丨
𡋔	一丨一乛乛丶乛丿丶
𡋕	一丨一丿乛丨乛一一
𡋖	乛丿一一一丨一丨一
𡋗	一丨一丿丶一一乛丶
𡋘	丨乛一丿丶一一丨一
𡋙	一丨一丨乛丨乛一一
𡋚	丿丨丿一一丨一丨一
𡋛	丿丶一丨乛一一丨一
𡋜	丿乛丿乛丶丶一丨一
𡋝	一丨一丿乛丶丿乛丶
𡋞	一丨一丿乛丶丶乛乛
𡋟	一丨一丶一丿丶丿丶
𡋠	一丨一乛丶一丨丿丶
𡋡	一丨一乛丶丿乛丿丶
𡋢	乛乛丶乛乛丶一丨一
𡋣	一丨一一丨一一丨一
𡋤	一丨一乛一丿丶丶丶
𡋥	一丨一一丨一丨乛一
𡋦	一丨一一丿丨乛一一
𡋧	丿丶丶丿丶乛一丨一
𡋨	一丨一丿一丨一丨一
𡋩	丿丿丨一丨一一丨一
𡋪	丨一丨乛乛丶一丨一
𡋫	一丨一一丿乛丿乛丨
𡋬	一丨乛丶丶丶丶一丨一
𡋭	丨一一一乛丶乛一丨一
𡋮	一丨一一丿丶丶乛丿丶
𡋯	一丨一一丨丶乛乛乛一
𡋰	一丨一丿乛一丨一丿乛
𡋱	一丨一一一丨一一丿丨
𡋲	一丨一乛丨乛一一丨一
𡋳	一丨一丨乛一一一一乛
𡋴	乛乛丨丿丿乛丶一丨一
𡋵	丨乛一一一丿丶一丨一
𡋶	一丨一乛一一一一丨丶
𡋷	丶丶丶乛丿丶丿一丨一
𡋸	一丨一丿乛丿丶丿丶一
𡋹	丨一丿乛丶乛丶一丨一
𡋺	一丨一丿一丨一乛乛丶
𡋻	一丨丿丶丿丶一一丨一
𡋼	一丨一一丨一丶乛丿乛
𡋽	一丨一一丨一丿乛丿丶
𡋾	丨乛一丿乛丨乛一丨一
𡋿	一丨一丨乛一丿丨乛一
𡌀	一丨一丨乛一乛丿丨乛
𡌁	一一丿丨丶丨乛一丨一
𡌂	丶丶丶丿丶乛丿一丨一
𡌃	一丨一丿一一丨丨乛一
𡌄	一丨一一丨乛一一一丨
𡌅	丿丨乛一乛丿丨一丨一
𡌆	丿丶一一乛丿丶一丨一
𡌇	一丨一一丿丨乛一乛丿
𡌈	一丨一乛一一丿乛乛丨
𡌉	一丨一一丨一丿乛乛一
𡌊	一乛丶丶丿丶丶一丨一
𡌋	一丨一一乛丶丶丿丶丶
𡌌	乛乛丨丿丿一丨一丨一
𡌍	丨乛一丿丿一丨一丨一
𡌎	乛丿一一一丿丨一丨一
𡌏	一丨一丿丨乛一一一丿
𡌐	一丨一丿丿丨一丨乛一
𡌑	一一丿丨丿丿丿一丨一
𡌒	一一丿丨丿丿丿一丨一
𡌓	丨一丨乛丿丶一一丨一
𡌔	一丨一丨丶丿丿乛一一
𡌕	一丨一丨乛一一丨乛丨
𡌖	一丨一丿一丿乛丨一一
𡌗	一丨一丿丨乛一一丿乛
𡌘	一丨一丿丶一一乛丿丶
𡌙	一丨一丿丶丨乛一乛一
𡌚	一丨一丿丶丿丶一丨一
𡌛	丨乛一丨一乛丶一丨一
𡌜	一丨一丿丶丨乛丨乛丨
𡌝	一丨一丶乛乛乛丶乛丿
𡌞	一丨一乛一丿乛一丨一
𡌟	一丨一乛一丿乛丨乛一
𡌠	一丨一丿丨丿乛一乛丶
𡌡	一丨一丶丿乛一乛丨丿
𡌢	一丨一丿丶丶乛丨乛一
𡌣	一丨一丨乛丨丨一丿乛
𡌤	一丨一一丨一一丿丶丶
𡌥	一乛乛丶乛乛丶一丨一
𡌦	丿一一一丨一一一一丨一
𡌧	一丨一丶一乛丿丿丶丶丶
𡌨	一丨一丨乛一丨一丿一丨
𡌩	一丨一乛乛丿丶丨乛一一
𡌪	丿乛丶丿乛丶乛丶一丨一
𡌫	丿丶一一丨丨乛一一丨一
𡌬	一丨一丨乛一丶乛一丨一
𡌭	乛丶乛丶乛丶乛丶一丨一
𡌮	一丨一丶一丿丨丶丨乛一
𡌯	一乛乛丿乛乛丨一丨一
𡌰	乛丿一乛一丿一乛一丨一
𡌱	一丨一丿丨丿丶丿丶一乛
𡌲	一丨一一丨一丿乛丨乛一
𡌳	一丨乛一一乛丶丿一丨一
𡌴	一丨丨乛一一一乛一丨一
𡌵	丿丶丨乛丿丶丿丶一丨一
𡌶	一丨一丶丿一丨丨丶丿一
𡌷	一丨一乛一丿一一丨乛丨
𡌸	一丨一丨乛一丨一一丿丨
𡌹	一丨一丨乛一丨一一丿丨
𡌺	一丨一乛丶丨乛一丨一丶
𡌻	一丨一丶一丿乛一一丿丶
𡌼	丶一乛丿丿一丿丶一丨一
𡌽	一丨一丶一丿丨一丨乛一
𡌾	一丨一丶丨乛丨丨一丨一
𡌿	一丨一丶一丨乛一乛丿丶
𡍀	一丨一丿丿乛一丶一乛丿
𡍁	一丨丿丶一丨乛丶一丨一
𡍂	一丿丨丶丿丶丿丶一丨一
𡍃	乛乛丨丿丨一乛丶一丨一
𡍄	一丨一乛一丿一丨丨乛一
𡍅	一丨一乛乛乛丿丶一乛丨
𡍆	一丨一丨一一丨丿丶乛丿
𡍇	一丨一丿丨乛一一丿一丨
𡍈	一丨一丿丨乛一一丨乛丨
𡍉	一丨一丿乛丶丨乛一丨一
𡍊	一丨一乛丶一丨丨一丨一
𡍋	一丨一一丿丶一丨一丿丨
𡍌	一丨一一乛丶丿一乛丶丿
𡍍	一丨一丨一丨一丨一丨一
𡍎	一丨一丨一丨乛一一一丨
𡍏	丨一丨乛丿丿丶一一丨一
𡍐	一丨一丨乛丿乛丶丨丶一
𡍑	丿丶乛丨乛乛丿丶一丨一
𡍒	一丨一丿乛丿一一丨乛丨
𡍓	一丨一丶一丿丿乛一乛一
𡍔	一丨一丶一丿丶丿一一丨
𡍕	一丨一丶一乛丶一丨丿丶
𡍖	一丨一乛一一乛丶丶丿丶
𡍗	一丨一乛乛乛丨乛丿丶一
𡍘	一丨一丿一一丨乛丨丨乛
𡍙	一丨一一丨丨丿乛一一
𡍚	一丨一一丨丿丶一丨丿丶
𡍛	一丨一丿丶丶丿丿一丨一
𡍜	一丨一丨乛一一丨乛一一
𡍝	一丨一一丨丨丨乛丿丶
𡍞	一丨一一一丿丶乛丶丶丶
𡍟	一丨一一丿丨乛一一丿丨
𡍠	一丨一丶一丨乛一丨一一
𡍡	一丨一一丨一丿乛丶乛乛
𡍢	一丨一乛乛一丿丿乛丶丶
𡍣	一丨一丶一丿乛丿丶乛丶
𡍤	一丨一丿丨一乛一一一丨一
𡍥	一丨一丨一丨一一乛一丨丿丶
𡍦	一丨一丶乛一丨乛一一一丨
𡍧	一丨一一丨丶乛乛乛一乛丿
𡍨	一丨一丶一丿一丨丨一乛丶
𡍩	一丨一丶一丿丶丿一乛丨丿
𡍪	一丨一一一丨丿丨一乛一一
𡍫	一丨一丨乛一一一丿丶丨乛
𡍬	一丨一丿乛丨乛丿乛丨乛一
𡍭	丿乛丿乛一一乛丿丶一丨一
𡍮	丿丨丿丶丿丶丿丶丿丶一一
𡍯	乛一乛丨乛丿丿丶一一丨一
𡍰	一丨一乛丶丿丿丶丿乛乛丶
𡍱	一乛丨一丿一丨一乛一丨一
𡍲	一丨一一丿丶一丨丨一一一
𡍳	乛丶乛乛一乛丿乛一丨一
𡍴	丿一丨乛一丨一丿丶一丨一
𡍵	乛乛丨乛丶丿乛丿乛丶一丨一
𡍶	一乛丶一丨一丿乛丶一丨一
𡍷	一丨一丶丨丶一丨乛一一一
𡍸	丨乛一丨乛一丨乛一一丨一
𡍹	一丨一丿一一丿一一一一丨
𡍺	丿一丨乛一一丨丿丶一丨一
𡍻	一丨一丿丶乛丶一丨一乛丶
𡍼	丶丶丿丶一一乛丿丶一丨一
𡍽	丶丿一丿乛一一丨乛一丨一
𡍾	一丨一乛一丿乛丶丶乛丶丶
𡍿	一丨一一丿丨乛一一乛丿一
𡎀	乛一一丨一丶丶丶丶一丨一
𡎁	一丨一一丨丨乛一丿乛丶丶
𡎂	一丿丨乛一丿丿一丨一丨一
𡎃	一丨一丶丿一一乛丶一丨一
𡎄	一丿丶乛丨乛丨丨一一丨一
𡎅	一丨一丨乛丨一丿丶丿丿丶
𡎆	一丨一丿丿一丨丨乛一一一
𡎇	一丨一丿乛一丿丿一一丿丶
𡎈	一丨一一丨一一丨一一乛丶
𡎉	一丨一丿丨乛一一一丨一
𡎊	一丨丨丶丶丶乛乛一丨一
𡎋	一丨一一丿丨乛一一乛乛一
𡎌	一丨一一丿丶丶丨乛丨丨一
𡎍	一丨一丨一乛丿一乛丨乛丨
𡎎	一丨一丨乛一一丨丨一一一
𡎏	一丨一丿丨乛一一乛乛丿丶
𡎐	一丨一丿乛一丨一丿乛一一
𡎑	一丨一丶一丶丿一丿丿丿丿
𡎒	丶丶丶丿一丨丨乛一一丨一
𡎓	一丨一一丨一丶丶丶一丶丶
𡎔	一丨一乛一丿一乛丶一丨一
𡎕	一丨一一乛丨乛一乛丶乛丨
𡎖	一丨一乛丶丨乛一一一丿丶
𡎗	一丨一乛乛乛一丿乛丶丨乛
𡎘	一丨一一丨丨丨乛一丿丶
𡎙	丨一丨一丿乛丶乛丶一丨一
𡎚	一丨一丿丿乛一丨乛一丨丨
𡎛	一丨一丿丶乛丿丨乛丨丨一
𡎜	一丨一一丨丨乛丶丿一一丨
𡎝	一丨一乛丶丿丿丶一一丿丶
𡎞	一丨一丨一丨乛一一一丿丶
𡎟	一丨一丿一丨丿丶丨乛一一
𡎠	一丨一丿乛乛丶丨乛丨丨一
𡎡	一丨一一丨丨一一一丨丿丶
𡎢	丿丶丿丶一丨一丿乛丶丨丶
𡎣	一丨一丨乛一一乛丿丨乛一
𡎤	一丨一丶丿一一丨一一丿丶
𡎥	丿乛丶丨丶丿丶丿丶一丨一
𡎦	丿丶丿丶一丨一丿乛丶丨丶
𡎧	一丨一丿乛丿一乛乛丶丶一
𡎨	丨乛丨丨乛丨丨乛丨一丨一
𡎩	一丨一一丨乛丿丶丨一乛丶
𡎪	一丨一丨一乛丿一乛一丨一
𡎫	一丨一一一丨丿丶丿丶乛丨
𡎬	丿丶丿丶一丨一丨乛一一一
𡎭	一丨一乛乛丶一丶一乛丶丿乛
𡎮	一丨一乛一丿丨丶丿丿乛丶丶
𡎯	丨乛丨丨一丨丿丿丶丶一丨一
𡎰	一丨一乛一丿丶一丶丿一一丨
𡎱	丨一丨乛丿丿丶一丿丶一丨一
𡎲	丶一丨乛一丶乛丨乛一一丨一
𡎳	乛一乛丶丶乛一乛丶丶一丨一
𡎴	一丨一一丨一丨乛一一一丿丶
𡎵	一丨一丨一丨一一乛一丿丨乛一
𡎶	乛乛丨一丿丶丿丶丿丶一丨一
𡎷	一丨一丨乛一丿乛乛丶一丨一
𡎸	一丨丨一丨乛一一丿丶一丨一
𡎹	一丨一乛一一丶乛丨乛丨乛丶
𡎺	丶一丿丨丶丨乛一丿乛一丨一
𡎻	一丨一丶一丿丿丶丿丶一丨一
𡎼	一丨丿丶丿丶丿丶乛丿一丨一
𡎽	一丨一丿丶丶丿乛丶一丨丿丶
𡎾	一丨一丿乛丿乛一一丿乛一一
𡎿	丶一丶丿一乛一丿一乛一丨一
𡏀	一丨一一乛乛丶乛乛丶一丨一
𡏁	一丨一丨乛丨乛一一丶乛乛丶
𡏂	一丨一丶一丿丨乛一一一丨一
𡏃	一丨乛一丨乛丨一乛丶一丨一
𡏄	一一丨丿丶丨乛一一一一丨一
𡏅	丶乛一一乛丶乛乛丨一丨一
𡏆	一丨一丶丿一一丨一丿丶丿丨
𡏇	乛乛丨一丿乛丿丿丿丶一丨一
𡏈	一丨一乛乛乛丿丶一丶丶丶丶
𡏉	一丨一丶丶乛丨乛一一乛丿一
𡏊	一丨一丶丿一乛一一丨丨丿丶
