_林林 ;林竟 4竟林 7竟竟	aaaa
_骨刻 ;骨烦 4雇刻 7雇烦	fvyk
_骨连 ;骨炼 4雇连 7雇炼	fvyl
_骨燃 ;骨煤 4雇燃 7雇煤	fvym
_骨烁 ;骨轼 4雇烁 7雇轼	fvyn
_骨产 ;骨孙 4雇产 7雇孙	fvyo
_骨微 ;骨孔 4雇微 7雇孔	fvyp
_骨立 ;骨孤 4雇立 7雇孤	fvyq
_骨转 ;骨署 4雇转 7雇署	fvyr
_骨炮 ;骨蜀 4雇炮 7雇蜀	fvys
_骨四 ;骨输 4雇四 7雇输	fvyt
_骨烟 ;骨灯 4雇烟 7雇灯	fvyu
_骨火 ;骨雅 4雇火 7雇雅	fvyv
_骨轻 ;骨轰 4雇轻 7雇轰	fvyw
_骨罗 ;骨逻 4雇罗 7雇逻	fvyx
_骨孩 ;骨炎 4雇孩 7雇炎	fvyy
_骨商 ;骨靖 4雇商 7雇靖	fvyz
_骨策 ;骨免 4雇策 7雇免	fvza
_骨等 ;骨周 4雇等 7雇周	fvzb
_骨笑 ;骨窗 4雇笑 7雇窗	fvzc
_骨究 ;骨责 4雇究 7雇责	fvzd
_骨管 ;骨窄 4雇管 7雇窄	fvze
_骨同 ;骨篇 4雇同 7雇篇	fvzf
_骨算 ;骨稽 4雇算 7雇稽	fvzg
_骨素 ;骨丰 4雇素 7雇丰	fvzh
_骨种 ;骨程 4雇种 7雇程	fvzi
_骨可 ;骨香 4雇可 7雇香	fvzj
_骨利 ;骨符 4雇利 7雇符	fvzk
_骨突 ;骨寿 4雇突 7雇寿	fvzl
_骨青 ;骨静 4雇青 7雇静	fvzm
_骨空 ;骨秘 4雇空 7雇秘	fvzn
_骨表 ;骨刚 4雇表 7雇刚	fvzo
_骨科 ;骨秃 4雇科 7雇秃	fvzp
_骨毒 ;骨砉 4雇毒 7雇砉	fvzq
_骨称 ;骨稳 4雇称 7雇稳	fvzr
_骨内 ;骨委 4雇内 7雇委	fvzs
_骨答 ;骨帮 4雇答 7雇帮	fvzt
_骨第 ;骨丹 4雇第 7雇丹	fvzu
_骨税 ;骨透 4雇税 7雇透	fvzv
_骨稿 ;骨篙 4雇稿 7雇篙	fvzw
_骨移 ;骨央 4雇移 7雇央	fvzx
_骨穿 ;骨秋 4雇穿 7雇秋	fvzy
_骨哥 ;骨歌 4雇哥 7雇歌	fvzz
_开林 ;开竟 4形林 7形竟	fwaa
_开杜 ;开横 4形杜 7形横	fwab
_开校 ;开杯 4形校 7形杯	fwac
_开标 ;开柏 4形标 7形柏	fwad
_开齐 ;开柜 4形齐 7形柜	fwae
_开本 ;开柳 4形本 7形柳	fwaf
_开相 ;开章 4形相 7形章	fwag
_开儿 ;开楷 4形儿 7形楷	fwah
_开样 ;开加 4形样 7形加	fwai
_开查 ;开木 4形查 7形木	fwaj
_开极 ;开剂 4形极 7形剂	fwak
_开边 ;开村 4形边 7形村	fwal
_开两 ;开楼 4形两 7形楼	fwam
_开意 ;开桶 4形意 7形桶	fwan
_开术 ;开述 4形术 7形述	fwao
_开机 ;开杨 4形机 7形杨	fwap
_开格 ;开枯 4形格 7形枯	fwaq
_开音 ;开枚 4形音 7形枚	fwar
_开构 ;开枪 4形构 7形枪	fwas
_开根 ;开检 4形根 7形检	fwat
_开力 ;开杭 4形力 7形杭	fwau
_开办 ;开松 4形办 7形松	fwav
_开权 ;开树 4形权 7形树	fwaw
_开椅 ;开槿 4形椅 7形槿	fwax
_开李 ;开核 4形李 7形核	fway
_开刺 ;开柯 4形刺 7形柯	fwaz
_开境 ;开闲 4形境 7形闲	fwba
_开封 ;开墙 4形封 7形墙	fwbb
_开坏 ;开埠 4形坏 7形埠	fwbc
_开埋 ;开盐 4形埋 7形盐	fwbd
_开块 ;开坡 4形块 7形坡	fwbe
_开坎 ;开闩 4形坎 7形闩	fwbf
_开闭 ;开填 4形闭 7形填	fwbg
_开支 ;开阔 4形支 7形阔	fwbh
_开问 ;开幸 4形问 7形幸	fwbi
_开间 ;开坦 4形间 7形坦	fwbj
_开须 ;开阀 4形须 7形阀	fwbk
_开进 ;开寺 4形进 7形寺	fwbl
_开土 ;开堪 4形土 7形堪	fwbm
_开去 ;开却 4形去 7形却	fwbn
_开门 ;开髦 4形门 7形髦	fwbo
_开场 ;开幻 4形场 7形幻	fwbp
_开闻 ;开阁 4形闻 7形阁	fwbq
_开堵 ;开阎 4形堵 7形阎	fwbr
_开闪 ;开均 4形闪 7形均	fwbs
_开垣 ;开埂 4形垣 7形埂	fwbt
_开城 ;开闹 4形城 7形闹	fwbu
_开增 ;开堆 4形增 7形堆	fwbv
_开塔 ;开坟 4形塔 7形坟	fwbw
_开黄 ;开闯 4形黄 7形闯	fwbx
_开鬼 ;开培 4形鬼 7形培	fwby
_开井 ;开髯 4形井 7形髯	fwbz
_开六 ;开镜 4形六 7形镜	fwca
_开血 ;开丢 4形血 7形丢	fwcb
_开铁 ;开铢 4形铁 7形铢	fwcc
_开乏 ;开钻 4形乏 7形钻	fwcd
_开锭 ;开钜 4形锭 7形钜	fwce
_开钱 ;开钦 4形钱 7形钦	fwcf
_开镇 ;开针 4形镇 7形针	fwcg
_开系 ;开锤 4形系 7形锤	fwch
_开否 ;开钟 4形否 7形钟	fwci
_开自 ;开朱 4形自 7形朱	fwcj
_开到 ;开钊 4形到 7形钊	fwck
_开还 ;开延 4形还 7形延	fwcl
_开翻 ;开释 4形翻 7形释	fwcm
_开么 ;开息 4形么 7形息	fwcn
_开交 ;开效 4形交 7形效	fwco
_开我 ;开鹅 4形我 7形鹅	fwcp
_开镖 ;开甭 4形镖 7形甭	fwcq
_开致 ;开铮 4形致 7形铮	fwcr
_开失 ;开鼻 4形失 7形鼻	fwcs
_开银 ;开铃 4形银 7形铃	fwct
_开追 ;开币 4形追 7形币	fwcu
_开乎 ;开锐 4形乎 7形锐	fwcv
_开升 ;开钗 4形升 7形钗	fwcw
_开错 ;开乔 4形错 7形乔	fwcx
_开至 ;开链 4形至 7形链	fwcy
_开向 ;开奥 4形向 7形奥	fwcz
_开杂 ;开嶂 4形杂 7形嶂	fwda
_开社 ;开幽 4形社 7形幽	fwdb
_开卑 ;开贬 4形卑 7形贬	fwdc
_开示 ;开贴 4形示 7形贴	fwdd
_开崇 ;开贮 4形崇 7形贮	fwde
_开上 ;开福 4形上 7形福	fwdf
_开皇 ;开财 4形皇 7形财	fwdg
_开生 ;开泉 4形生 7形泉	fwdh
_开点 ;开战 4形点 7形战	fwdi
_开神 ;开桌 4形神 7形桌	fwdj
_开则 ;开颐 4形则 7形颐	fwdk
_开导 ;开迫 4形导 7形迫	fwdl
_开非 ;开野 4形非 7形野	fwdm
_开里 ;开悲 4形里 7形悲	fwdn
_开之 ;开岸 4形之 7形岸	fwdo
_开九 ;开礼 4形九 7形礼	fwdp
_开岩 ;开赂 4形岩 7形赂	fwdq
_开败 ;开祖 4形败 7形祖	fwdr
_开山 ;开购 4形山 7形购	fwds
_开岭 ;开祁 4形岭 7形祁	fwdt
_开视 ;开巳 4形视 7形巳	fwdu
_开禅 ;开赚 4形禅 7形赚	fwdv
_开异 ;开斐 4形异 7形斐	fwdw
_开岁 ;开账 4形岁 7形账	fwdx
_开白 ;开辈 4形白 7形辈	fwdy
_开臣 ;开岗 4形臣 7形岗	fwdz
_开宋 ;开匹 4形宋 7形匹	fwea
_开寒 ;开塞 4形寒 7形塞	fweb
_开室 ;开宅 4形室 7形宅	fwec
_开宗 ;开寂 4形宗 7形寂	fwed
_开医 ;开巨 4形医 7形巨	fwee
_开写 ;开富 4形写 7形富	fwef
_开宝 ;开宏 4形宝 7形宏	fweg
_开它 ;开羽 4形它 7形羽	fweh
_开知 ;开鱼 4形知 7形鱼	fwei
_开审 ;开鲁 4形审 7形鲁	fwej
_开定 ;开颇 4形定 7形颇	fwek
_开实 ;开守 4形实 7形守	fwel
_开皮 ;开鳞 4形皮 7形鳞	fwem
_开怎 ;开密 4形怎 7形密	fwen
_开区 ;开农 4形区 7形农	fweo
_开容 ;开冗 4形容 7形冗	fwep
_开客 ;开额 4形客 7形额	fweq
_开完 ;开宜 4形完 7形宜	fwer
_开安 ;开案 4形安 7形案	fwes
_开宣 ;开鲫 4形宣 7形鲫	fwet
_开官 ;开宁 4形官 7形宁	fweu
_开察 ;开罕 4形察 7形罕	fwev
_开巴 ;开宽 4形巴 7形宽	fwew
_开寄 ;开宛 4形寄 7形宛	fwex
_开军 ;开字 4形军 7形字	fwey
_开害 ;开割 4形害 7形割	fwez
_开末 ;开兀 4形末 7形兀	fwfa
_开街 ;开耕 4形街 7形耕	fwfb
_开夏 ;开饿 4形夏 7形饿	fwfc
_开下 ;开百 4形下 7形百	fwfd
_开带 ;开馆 4形带 7形馆	fwfe
_开乡 ;开饮 4形乡 7形饮	fwff
_开于 ;开髓 4形于 7形髓	fwfg
_开求 ;开救 4形求 7形救	fwfh
_开事 ;开顿 4形事 7形顿	fwfi
_开行 ;开遍 4形行 7形遍	fwfj
_开万 ;开户 4形万 7形户	fwfk
_开正 ;开政 4形正 7形政	fwfl
_开房 ;开丽 4形房 7形丽	fwfm
_开武 ;开瓦 4形武 7形瓦	fwfn
_开所 ;开亚 4形所 7形亚	fwfo
_开与 ;开饲 4形与 7形饲	fwfp
_开气 ;开骷 4形气 7形骷	fwfq
_开遭 ;开曹 4形遭 7形曹	fwfr
_开留 ;开互 4形留 7形互	fwfs
_开卿 ;开馁 4形卿 7形馁	fwft
_开了 ;开妻 4形了 7形妻	fwfu
_开骨 ;开雇 4形骨 7形雇	fwfv
_开开 ;开形 4形开 7形形	fwfw
_开天 ;开吞 4形天 7形吞	fwfx
_开严 ;开灭 4形严 7形灭	fwfy
_开习 ;开丙 4形习 7形丙	fwfz
_开协 ;开勒 4形协 7形勒	fwga
_开庄 ;开鞋 4形庄 7形鞋	fwgb
_开才 ;开环 4形才 7形环	fwgc
_开理 ;开店 4形理 7形店	fwgd
_开索 ;开勃 4形索 7形勃	fwge
_开球 ;开庐 4形球 7形庐	fwgf
_开真 ;开直 4形真 7形直	fwgg
_开应 ;开睡 4形应 7形睡	fwgh
_开王 ;开右 4形王 7形右	fwgi
_开朝 ;开韩 4形朝 7形韩	fwgj
_开存 ;开府 4形存 7形府	fwgk
_开十 ;开瓒 4形十 7形瓒	fwgl
_开有 ;开序 4形有 7形序	fwgm
_开左 ;开雄 4形左 7形雄	fwgn
_开革 ;开玉 4形革 7形玉	fwgo
_开广 ;开卖 4形广 7形卖	fwgp
_开底 ;开瑚 4形底 7形瑚	fwgq
_开玩 ;开睁 4形玩 7形睁	fwgr
_开座 ;开康 4形座 7形康	fwgs
_开眼 ;开瞬 4形眼 7形瞬	fwgt
_开现 ;开布 4形现 7形布	fwgu
_开具 ;开瞧 4形具 7形瞧	fwgv
_开友 ;开弄 4形友 7形弄	fwgw
_开度 ;开席 4形度 7形席	fwgx
_开目 ;开库 4形目 7形库	fwgy
_开再 ;开南 4形再 7形南	fwgz
_开济 ;开嘉 4形济 7形嘉	fwha
_开法 ;开益 4形法 7形益	fwhb
_开千 ;开泛 4形千 7形泛	fwhc
_开重 ;开激 4形重 7形激	fwhd
_开学 ;开觉 4形学 7形觉	fwhe
_开面 ;开汽 4形面 7形汽	fwhf
_开水 ;开泪 4形水 7形泪	fwhg
_开比 ;开毕 4形比 7形毕	fwhh
_开喜 ;开洋 4形喜 7形洋	fwhi
_开洲 ;开温 4形洲 7形温	fwhj
_开梁 ;开渊 4形梁 7形渊	fwhk
_开海 ;开洗 4形海 7形洗	fwhl
_开游 ;开泥 4形游 7形泥	fwhm
_开治 ;开江 4形治 7形江	fwhn
_开消 ;开派 4形消 7形派	fwho
_开流 ;开沿 4形流 7形沿	fwhp
_开没 ;开湖 4形没 7形湖	fwhq
_开收 ;开污 4形收 7形污	fwhr
_开以 ;开潜 4形以 7形潜	fwhs
_开酒 ;开浮 4形酒 7形浮	fwht
_开湾 ;开津 4形湾 7形津	fwhu
_开活 ;开兴 4形活 7形兴	fwhv
_开满 ;开汉 4形满 7形汉	fwhw
_开港 ;开洪 4形港 7形洪	fwhx
_开渐 ;开淡 4形渐 7形淡	fwhy
_开清 ;开河 4形清 7形河	fwhz
_开别 ;开另 4形别 7形另	fwia
_开飞 ;开盖 4形飞 7形盖	fwib
_开响 ;开呼 4形响 7形呼	fwic
_开员 ;开羊 4形员 7形羊	fwid
_开吧 ;开戈 4形吧 7形戈	fwie
_开号 ;开吴 4形号 7形吴	fwif
_开着 ;开叶 4形着 7形叶	fwig
_开叫 ;开嘻 4形叫 7形嘻	fwih
_开或 ;开惑 4形或 7形惑	fwii
_开虽 ;开喝 4形虽 7形喝	fwij
_开划 ;开吸 4形划 7形吸	fwik
_开吃 ;开嘴 4形吃 7形嘴	fwil
_开呢 ;开嘱 4形呢 7形嘱	fwim
_开差 ;开唉 4形差 7形唉	fwin
_开听 ;开史 4形听 7形史	fwio
_开哪 ;开啦 4形哪 7形啦	fwip
_开口 ;开咕 4形口 7形咕	fwiq
_开品 ;开唤 4形品 7形唤	fwir
_开由 ;开喂 4形由 7形喂	fwis
_开啊 ;开哈 4形啊 7形哈	fwit
_开嗯 ;开喊 4形嗯 7形喊	fwiu
_开只 ;开善 4形只 7形善	fwiv
_开发 ;开叹 4形发 7形叹	fwiw
_开美 ;开吗 4形美 7形吗	fwix
_开呀 ;开吼 4形呀 7形吼	fwiy
_开出 ;开呵 4形出 7形呵	fwiz
_开条 ;开务 4形条 7形务	fwja
_开待 ;开後 4形待 7形後	fwjb
_开己 ;开蛛 4形己 7形蛛	fwjc
_开处 ;开星 4形处 7形星	fwjd
_开日 ;开彼 4形日 7形彼	fwje
_开量 ;开征 4形量 7形征	fwjf
_开德 ;开早 4形德 7形早	fwjg
_开龙 ;开昆 4形龙 7形昆	fwjh
_开五 ;开晓 4形五 7形晓	fwji
_开得 ;开州 4形得 7形州	fwjj
_开题 ;开照 4形题 7形照	fwjk
_开时 ;开彻 4形时 7形彻	fwjl
_开明 ;开盟 4形明 7形盟	fwjm
_开乌 ;开忌 4形乌 7形忌	fwjn
_开往 ;开显 4形往 7形显	fwjo
_开电 ;开曳 4形电 7形曳	fwjp
_开最 ;开徒 4形最 7形徒	fwjq
_开改 ;开昌 4形改 7形昌	fwjr
_开备 ;开易 4形备 7形易	fwjs
_开很 ;开辛 4形很 7形辛	fwjt
_开律 ;开御 4形律 7形御	fwju
_开来 ;开典 4形来 7形典	fwjv
_开影 ;开景 4形影 7形景	fwjw
_开未 ;开暴 4形未 7形暴	fwjx
_开曼 ;开曙 4形曼 7形曙	fwjy
_开晚 ;开映 4形晚 7形映	fwjz
_开体 ;开休 4形体 7形休	fwka
_开们 ;开侍 4形们 7形侍	fwkb
_开任 ;开倒 4形任 7形倒	fwkc
_开及 ;开伯 4形及 7形伯	fwkd
_开作 ;开侯 4形作 7形侯	fwke
_开使 ;开师 4形使 7形师	fwkf
_开什 ;开值 4形什 7形值	fwkg
_开化 ;开似 4形化 7形似	fwkh
_开保 ;开召 4形保 7形召	fwki
_开但 ;开旧 4形但 7形旧	fwkj
_开候 ;开修 4形候 7形修	fwkk
_开件 ;开伤 4形件 7形伤	fwkl
_开信 ;开假 4形信 7形假	fwkm
_开代 ;开仰 4形代 7形仰	fwkn
_开住 ;开依 4形住 7形依	fwko
_开俗 ;开佩 4形俗 7形佩	fwkp
_开做 ;开低 4形做 7形低	fwkq
_开你 ;开传 4形你 7形传	fwkr
_开价 ;开伊 4形价 7形伊	fwks
_开便 ;开偷 4形便 7形偷	fwkt
_开佛 ;开健 4形佛 7形健	fwku
_开仍 ;开份 4形仍 7形份	fwkv
_开像 ;开紧 4形像 7形紧	fwkw
_开供 ;开借 4形供 7形借	fwkx
_开位 ;开伙 4形位 7形伙	fwky
_开何 ;开临 4形何 7形临	fwkz
_开先 ;开选 4形先 7形选	fwla
_开特 ;开盘 4形特 7形盘	fwlb
_开身 ;开艇 4形身 7形艇	fwlc
_开止 ;开舞 4形止 7形舞	fwld
_开决 ;开躯 4形决 7形躯	fwle
_开次 ;开资 4形次 7形资	fwlf
_开年 ;开狂 4形年 7形狂	fwlg
_开些 ;开此 4形些 7形此	fwlh
_开告 ;开造 4形告 7形造	fwli
_开复 ;开独 4形复 7形独	fwlj
_开切 ;开刊 4形切 7形刊	fwlk
_开步 ;开射 4形步 7形射	fwll
_开肯 ;开舫 4形肯 7形舫	fwlm
_开七 ;开冶 4形七 7形冶	fwln
_开东 ;开狼 4形东 7形狼	fwlo
_开船 ;开躲 4形船 7形躲	fwlp
_开每 ;开般 4形每 7形般	fwlq
_开干 ;开净 4形干 7形净	fwlr
_开物 ;开舱 4形物 7形舱	fwls
_开冷 ;开狗 4形冷 7形狗	fwlt
_开制 ;开航 4形制 7形航	fwlu
_开平 ;开准 4形平 7形准	fwlv
_开犯 ;开艘 4形犯 7形艘	fwlw
_开头 ;开躺 4形头 7形躺	fwlx
_开猛 ;开狄 4形猛 7形狄	fwly
_开牛 ;开猜 4形牛 7形猜	fwlz
_开某 ;开予 4形某 7形予	fwma
_开脚 ;开肚 4形脚 7形肚	fwmb
_开属 ;开屋 4形属 7形屋	fwmc
_开月 ;开胜 4形月 7形胜	fwmd
_开言 ;开肥 4形言 7形肥	fwme
_开士 ;开糟 4形士 7形糟	fwmf
_开米 ;开眉 4形米 7形眉	fwmg
_开尼 ;开尿 4形尼 7形尿	fwmh
_开吉 ;开届 4形吉 7形届	fwmi
_开胆 ;开履 4形胆 7形履	fwmj
_开预 ;开豚 4形预 7形豚	fwmk
_开然 ;开施 4形然 7形施	fwml
_开声 ;开朋 4形声 7形朋	fwmm
_开志 ;开胎 4形志 7形胎	fwmn
_开尽 ;开粮 4形尽 7形粮	fwmo
_开断 ;开局 4形断 7形局	fwmp
_开居 ;开股 4形居 7形股	fwmq
_开放 ;开粗 4形放 7形粗	fwmr
_开数 ;开胸 4形数 7形胸	fwms
_开脸 ;开腿 4形脸 7形腿	fwmt
_开脑 ;开刷 4形脑 7形刷	fwmu
_开其 ;开斯 4形其 7形斯	fwmv
_开服 ;开豫 4形服 7形豫	fwmw
_开展 ;开类 4形展 7形类	fwmx
_开粒 ;开膀 4形粒 7形膀	fwmy
_开精 ;开尸 4形精 7形尸	fwmz
_开功 ;开允 4形功 7形允	fwna
_开片 ;开愧 4形片 7形愧	fwnb
_开必 ;开怀 4形必 7形怀	fwnc
_开性 ;开怕 4形性 7形怕	fwnd
_开快 ;开矣 4形快 7形矣	fwne
_开印 ;开巧 4形印 7形巧	fwnf
_开心 ;开恢 4形心 7形恢	fwng
_开北 ;开背 4形北 7形背	fwnh
_开台 ;开怠 4形台 7形怠	fwni
_开慢 ;开忆 4形慢 7形忆	fwnj
_开项 ;开患 4形项 7形患	fwnk
_开状 ;开悔 4形状 7形悔	fwnl
_开装 ;开壮 4形装 7形壮	fwnm
_开式 ;开惨 4形式 7形惨	fwnn
_开乐 ;开版 4形乐 7形版	fwno
_开恐 ;开巩 4形恐 7形巩	fwnp
_开通 ;开勇 4形通 7形勇	fwnq
_开攻 ;开愕 4形攻 7形愕	fwnr
_开民 ;开惯 4形民 7形惯	fwns
_开已 ;开恨 4形已 7形恨	fwnt
_开恼 ;开懒 4形恼 7形懒	fwnu
_开工 ;开惟 4形工 7形惟	fwnv
_开惊 ;开怪 4形惊 7形怪	fwnw
_开将 ;开参 4形将 7形参	fwnx
_开愣 ;开惭 4形愣 7形惭	fwny
_开情 ;开惘 4形情 7形惘	fwnz
_开杀 ;开历 4形杀 7形历	fwoa
_开压 ;开魔 4形压 7形魔	fwob
_开少 ;开省 4形少 7形省	fwoc
_开原 ;开愿 4形原 7形愿	fwod
_开被 ;开厨 4形被 7形厨	fwoe
_开后 ;开厉 4形后 7形厉	fwof
_开主 ;开质 4形主 7形质	fwog
_开永 ;开弛 4形永 7形弛	fwoh
_开强 ;开袖 4形强 7形袖	fwoi
_开厚 ;开褐 4形厚 7形褐	fwoj
_开引 ;开初 4形引 7形初	fwok
_开近 ;开弱 4形近 7形弱	fwol
_开削 ;开肖 4形削 7形肖	fwom
_开麻 ;开弘 4形麻 7形弘	fwon
_开义 ;开斥 4形义 7形斥	fwoo
_开摩 ;开裕 4形摩 7形裕	fwop
_开业 ;开磨 4形业 7形磨	fwoq
_开衣 ;开弥 4形衣 7形弥	fwor
_开当 ;开袍 4形当 7形袍	fwos
_开小 ;开良 4形小 7形良	fwot
_开毛 ;开厅 4形毛 7形厅	fwou
_开兵 ;开弹 4形兵 7形弹	fwov
_开反 ;开顾 4形反 7形顾	fwow
_开张 ;开尖 4形张 7形尖	fwox
_开厂 ;开毯 4形厂 7形毯	fwoy
_开食 ;开凶 4形食 7形凶	fwoz
_开动 ;开充 4形动 7形充	fwpa
_开持 ;开技 4形持 7形技	fwpb
_开手 ;开托 4形手 7形托	fwpc
_开云 ;开排 4形云 7形排	fwpd
_开把 ;开按 4形把 7形按	fwpe
_开司 ;开护 4形司 7形护	fwpf
_开看 ;开迅 4形看 7形迅	fwpg
_开指 ;开批 4形指 7形批	fwph
_开找 ;开损 4形找 7形损	fwpi
_开提 ;开担 4形提 7形担	fwpj
_开招 ;开撇 4形招 7形撇	fwpk
_开运 ;开买 4形运 7形买	fwpl
_开据 ;开育 4形据 7形育	fwpm
_开抬 ;开抑 4形抬 7形抑	fwpn
_开风 ;开凡 4形风 7形凡	fwpo
_开书 ;开扬 4形书 7形扬	fwpp
_开投 ;开敢 4形投 7形敢	fwpq
_开换 ;开挣 4形换 7形挣	fwpr
_开几 ;开抱 4形几 7形抱	fwps
_开势 ;开热 4形势 7形热	fwpt
_开打 ;开抗 4形打 7形抗	fwpu
_开推 ;开括 4形推 7形括	fwpv
_开报 ;开择 4形报 7形择	fwpw
_开措 ;开掩 4形措 7形掩	fwpx
_开接 ;开拉 4形接 7形拉	fwpy
_开击 ;开控 4形击 7形控	fwpz
_开克 ;开虏 4形克 7形虏	fwqa
_开虎 ;开彪 4形虎 7形彪	fwqb
_开殊 ;开砭 4形殊 7形砭	fwqc
_开票 ;开飘 4形票 7形飘	fwqd
_开破 ;开碗 4形破 7形碗	fwqe
_开研 ;开残 4形研 7形残	fwqf
_开耳 ;开矿 4形耳 7形矿	fwqg
_开死 ;开韦 4形死 7形韦	fwqh
_开职 ;开础 4形职 7形础	fwqi
_开起 ;开昏 4形起 7形昏	fwqj
_开列 ;开超 4形列 7形超	fwqk
_开用 ;开赶 4形用 7形赶	fwql
_开古 ;开胡 4形古 7形胡	fwqm
_开三 ;开虑 4形三 7形虑	fwqn
_开走 ;开赵 4形走 7形赵	fwqo
_开西 ;开甩 4形西 7形甩	fwqp
_开石 ;开趣 4形石 7形趣	fwqq
_开确 ;开故 4形确 7形故	fwqr
_开趁 ;开碌 4形趁 7形碌	fwqs
_开母 ;开硬 4形母 7形硬	fwqt
_开越 ;开碎 4形越 7形碎	fwqu
_开联 ;开碰 4形联 7形碰	fwqv
_开取 ;开聚 4形取 7形聚	fwqw
_开码 ;开趟 4形码 7形趟	fwqx
_开各 ;开耿 4形各 7形耿	fwqy
_开殃 ;开碉 4形殃 7形碉	fwqz
_开远 ;开元 4形远 7形元	fwra
_开壁 ;开绫 4形壁 7形绫	fwrb
_开绞 ;开缒 4形绞 7形缒	fwrc
_开负 ;开缴 4形负 7形缴	fwrd
_开色 ;开缩 4形色 7形缩	fwre
_开线 ;开考 4形线 7形考	fwrf
_开续 ;开缠 4形续 7形缠	fwrg
_开且 ;开纠 4形且 7形纠	fwrh
_开老 ;开织 4形老 7形织	fwri
_开者 ;开终 4形者 7形终	fwrj
_开级 ;开绍 4形级 7形绍	fwrk
_开二 ;开器 4形二 7形器	fwrl
_开结 ;开继 4形结 7形继	fwrm
_开红 ;开县 4形红 7形县	fwrn
_开尔 ;开久 4形尔 7形久	fwro
_开统 ;开专 4形统 7形专	fwrp
_开解 ;开角 4形解 7形角	fwrq
_开组 ;开绝 4形组 7形绝	fwrr
_开约 ;开急 4形约 7形急	fwrs
_开给 ;开缓 4形给 7形缓	fwrt
_开争 ;开缄 4形争 7形缄	fwru
_开维 ;开纷 4形维 7形纷	fwrv
_开经 ;开曲 4形经 7形曲	fwrw
_开骂 ;开绮 4形骂 7形绮	fwrx
_开教 ;开孝 4形教 7形孝	fwry
_开纳 ;开绩 4形纳 7形绩	fwrz
_开果 ;开男 4形果 7形男	fwsa
_开忽 ;开匆 4形忽 7形匆	fwsb
_开群 ;开君 4形群 7形君	fwsc
_开包 ;开姓 4形包 7形姓	fwsd
_开辉 ;开耀 4形辉 7形耀	fwse
_开遇 ;开愚 4形遇 7形愚	fwsf
_开全 ;开齿 4形全 7形齿	fwsg
_开她 ;开录 4形她 7形录	fwsh
_开如 ;开恕 4形如 7形恕	fwsi
_开光 ;开妹 4形光 7形妹	fwsj
_开个 ;开介 4形个 7形介	fwsk
_开企 ;开田 4形企 7形田	fwsl
_开女 ;开媒 4形女 7形媒	fwsm
_开思 ;开始 4形思 7形始	fwsn
_开娘 ;开妙 4形娘 7形妙	fwso
_开会 ;开娜 4形会 7形娜	fwsp
_开略 ;开姑 4形略 7形姑	fwsq
_开姐 ;开姥 4形姐 7形姥	fwsr
_开从 ;开界 4形从 7形界	fwss
_开甲 ;开龄 4形甲 7形龄	fwst
_开规 ;开姊 4形规 7形姊	fwsu
_开夫 ;开舍 4形夫 7形舍	fwsv
_开创 ;开怒 4形创 7形怒	fwsw
_开妈 ;开姨 4形妈 7形姨	fwsx
_开好 ;开灵 4形好 7形灵	fwsy
_开余 ;开途 4形余 7形途	fwsz
_开采 ;开彩 4形采 7形彩	fwta
_开陵 ;开奚 4形陵 7形奚	fwtb
_开霆 ;开爲 4形霆 7形爲	fwtc
_开际 ;开赘 4形际 7形赘	fwtd
_开受 ;开院 4形受 7形院	fwte
_开雨 ;开陌 4形雨 7形陌	fwtf
_开随 ;开霸 4形随 7形霸	fwtg
_开剑 ;开陛 4形剑 7形陛	fwth
_开命 ;开拿 4形命 7形拿	fwti
_开阳 ;开配 4形阳 7形配	fwtj
_开金 ;开附 4形金 7形附	fwtk
_开陈 ;开退 4形陈 7形退	fwtl
_开防 ;开阴 4形防 7形阴	fwtm
_开领 ;开令 4形领 7形令	fwtn
_开更 ;开爪 4形更 7形爪	fwto
_开今 ;开念 4形今 7形念	fwtp
_开句 ;开震 4形句 7形震	fwtq
_开隐 ;开阻 4形隐 7形阻	fwtr
_开队 ;开除 4形队 7形除	fwts
_开限 ;开险 4形限 7形险	fwtt
_开需 ;开既 4形需 7形既	fwtu
_开霍 ;开隧 4形霍 7形隧	fwtv
_开即 ;开醇 4形即 7形醇	fwtw
_开够 ;开醋 4形够 7形醋	fwtx
_开阵 ;开陪 4形阵 7形陪	fwty
_开阿 ;开酥 4形阿 7形酥	fwtz
_开而 ;开困 4形而 7形困	fwua
_开率 ;开玄 4形率 7形玄	fwub
_开黑 ;开跃 4形黑 7形跃	fwuc
_开费 ;开帕 4形费 7形帕	fwud
_开无 ;开缺 4形无 7形缺	fwue
_开感 ;开威 4形感 7形威	fwuf
_开团 ;开跋 4形团 7形跋	fwug
_开束 ;开踏 4形束 7形踏	fwuh
_开回 ;开圆 4形回 7形圆	fwui
_开图 ;开帽 4形图 7形帽	fwuj
_开夜 ;开顶 4形夜 7形顶	fwuk
_开速 ;开默 4形速 7形默	fwul
_开踞 ;开蹂 4形踞 7形蹂	fwum
_开缸 ;开踊 4形缸 7形踊	fwun
_开离 ;开踉 4形离 7形踉	fwuo
_开成 ;开盛 4形成 7形盛	fwup
_开路 ;开围 4形路 7形围	fwuq
_开整 ;开园 4形整 7形园	fwur
_开跑 ;开耍 4形跑 7形耍	fwus
_开跟 ;开踩 4形跟 7形踩	fwut
_开市 ;开颤 4形市 7形颤	fwuu
